User ID,Ethnicity,Gender,Education,Party,Topic,In Support,favor,Similarity1,Similarity2,Similarity3,Similarity4,Similarity5,Similarity6,Similarity7,Similarity8,Similarity9,Similaritymax3,Similaritymax5
200000350,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.4385,0.3932,0.4831,0.5006,0.4639,0.4909,0.3396,0.3998,0.3251,0.5006,0.4909
200000428,White,Woman,4-Year,I,Increasing size of House of Representatives,TRUE,1,0.4215,0.4432,0.4966,0.2151,0.5654,0.5511,0.3482,0.3878,0.3118,0.4966,0.5654
200000433,Black,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.2773,0.2955,0.241,0.2212,0.3451,0.1436,0.1875,0.2859,0.2314,0.2955,0.3451
200000468,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.4728,0.4568,0.5442,0.2246,0.5298,0.5053,0.2798,0.3333,0.3681,0.5442,0.5298
200000549,White,Man,Post-Grad,R,Increasing size of House of Representatives,TRUE,1,0.5055,0.5533,0.3933,0.3444,0.5666,0.3553,0.4831,0.4806,0.2498,0.5533,0.5666
200000563,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.3139,0.422,0.3416,0.3532,0.3577,0.2816,0.2597,0.356,0.2285,0.422,0.3577
200000597,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.3767,0.4405,0.3322,0.2943,0.3914,0.3315,0.2988,0.3149,0.1851,0.4405,0.3914
200000657,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.636,0.6123,0.4699,0.4629,0.7201,0.4332,0.3832,0.5746,0.2145,0.6123,0.7201
200000663,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.486,0.4212,0.3867,0.6078,0.452,0.3051,0.4779,0.5052,0.2759,0.6078,0.5052
200000710,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,-0.0075,0.0285,0.0201,0.1062,0.0485,-0.0211,0.0684,0.0004,0.0509,0.1062,0.0684
200000761,All Other,Man,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.3966,0.356,0.3153,0.3857,0.3029,0.2922,0.4115,0.37,0.4503,0.3857,0.4503
200000766,White,Man,Some College,R,Increasing size of House of Representatives,TRUE,1,0.3355,0.3246,0.3634,0.3419,0.3334,0.2626,0.352,0.4475,0.0143,0.3634,0.4475
200000865,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.2986,0.2767,0.2564,0.287,0.2923,0.2931,0.2178,0.2487,0.2197,0.287,0.2931
200000868,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.5166,0.5224,0.4219,0.4445,0.4026,0.4481,0.3174,0.5284,0.2453,0.5224,0.5284
200000880,White,Man,Some College,I,Increasing size of House of Representatives,TRUE,1,0.1,0.1579,0.0954,0.1712,0.1381,0.0598,0.05,0.1942,0.0938,0.1712,0.1942
200001025,All Other,Woman,Some College,D,Increasing size of House of Representatives,TRUE,1,0.3343,0.3307,0.2913,0.2212,0.3233,0.3914,0.2972,0.2785,0.1591,0.3307,0.3914
200001057,All Other,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.4854,0.5836,0.45,0.3753,0.5588,0.4056,0.3758,0.4396,0.2703,0.5836,0.5588
200001181,Black,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.3462,0.2971,0.3421,0.4791,0.3561,0.2405,0.4647,0.5361,0.2368,0.4791,0.5361
200001210,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.2132,0.1699,0.1213,0.213,0.1371,0.1507,0.0857,0.1182,0.1189,0.213,0.1507
200001212,White,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,1,0.0046,0.0646,0.0729,0.1053,0.0648,0.0093,0.0062,0.0755,0.0851,0.1053,0.0851
200001213,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.4143,0.5172,0.3373,0.3273,0.4818,0.2981,0.3138,0.3752,0.2089,0.5172,0.4818
200001257,White,Man,Post-Grad,I,Increasing size of House of Representatives,TRUE,1,0.2089,0.2409,0.1751,0.2116,0.2018,0.2416,0.2003,0.2336,0.1445,0.2409,0.2416
200001258,White,Woman,Some College,R,Increasing size of House of Representatives,TRUE,1,0.3744,0.4153,0.3653,0.3478,0.3983,0.3894,0.4232,0.4169,0.2571,0.4153,0.4232
200001284,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.4722,0.5443,0.4016,0.4514,0.5206,0.3847,0.34,0.4576,0.2928,0.5443,0.5206
200001287,Black,Man,HS or Less,D,Increasing size of House of Representatives,TRUE,1,0.4459,0.4455,0.421,0.3619,0.3642,0.4388,0.3036,0.3902,0.2615,0.4455,0.4388
200001319,All Other,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.3766,0.2809,0.1957,0.2142,0.3536,0.2101,0.192,0.3387,0.009,0.2809,0.3536
200001321,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.4229,0.3835,0.3459,0.2285,0.3829,0.3919,0.2554,0.2958,0.1172,0.3835,0.3919
200001355,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.1761,0.264,0.1696,0.2527,0.1513,0.1127,0.2571,0.2369,0.1964,0.264,0.2571
200001356,White,other gender,Some College,D,Increasing size of House of Representatives,TRUE,1,0.5746,0.5609,0.4941,0.4178,0.5749,0.4652,0.357,0.4721,0.2236,0.5609,0.5749
200001389,All Other,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.414,0.4881,0.3983,0.2998,0.4923,0.369,0.3814,0.3331,0.1905,0.4881,0.4923
200001397,White,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,1,0.1854,0.1996,0.186,0.2489,0.2275,0.157,0.213,0.1479,0.1878,0.2489,0.2275
200001411,White,Woman,Post-Grad,R,Increasing size of House of Representatives,TRUE,1,0.0396,0.1586,0.0028,0.2334,0.0942,0.0063,0.1859,0.109,0.0332,0.2334,0.1859
200001453,White,Man,Some College,I,Increasing size of House of Representatives,TRUE,1,0.438,0.4861,0.4438,0.3462,0.6061,0.3919,0.4736,0.3653,0.2488,0.4861,0.6061
200001458,White,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,1,0.0477,0.0902,0.0352,0.1628,0.1159,-0.021,0.0637,0.1012,0.0925,0.1628,0.1159
200001470,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.6679,0.6336,0.5757,0.4106,0.6823,0.5653,0.4848,0.5207,0.3389,0.6336,0.6823
200001471,White,Man,4-Year,R,Increasing size of House of Representatives,TRUE,1,0.4723,0.4829,0.3848,0.4613,0.4123,0.4125,0.3918,0.4305,0.3352,0.4829,0.4305
200001483,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.2896,0.3109,0.2879,0.249,0.3247,0.2574,0.268,0.2358,0.2099,0.3109,0.3247
200001509,Black,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.2987,0.2761,0.2447,0.2605,0.2211,0.2747,0.227,0.2384,0.2197,0.2761,0.2747
200001513,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.4008,0.4514,0.346,0.2881,0.3522,0.3459,0.297,0.401,0.2714,0.4514,0.401
200001573,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.5147,0.522,0.3508,0.5766,0.4987,0.2986,0.4301,0.5471,0.3012,0.5766,0.5471
200001643,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.4328,0.4143,0.3074,0.4956,0.4215,0.2788,0.3738,0.4183,0.1888,0.4956,0.4215
200001653,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.4437,0.4076,0.2415,0.4211,0.4752,0.191,0.3029,0.4868,0.1354,0.4211,0.4868
200001719,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.2651,0.2931,0.2428,0.2526,0.1736,0.2519,0.1919,0.2586,0.3038,0.2931,0.3038
200001764,White,Woman,4-Year,I,Increasing size of House of Representatives,TRUE,1,0.5766,0.5538,0.4443,0.4541,0.5967,0.4257,0.4992,0.6103,0.3256,0.5538,0.6103
200001771,Asian,Man,Some College,R,Increasing size of House of Representatives,TRUE,1,0.1873,0.2266,0.2298,0.0265,0.3263,0.2921,0.0653,0.1703,0.0871,0.2298,0.3263
200001773,All Other,other gender,Some College,D,Increasing size of House of Representatives,TRUE,1,0.2272,0.1674,0.2361,0.2762,0.0944,0.1586,0.2691,0.2656,0.2512,0.2762,0.2691
200001806,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.2823,0.2169,0.1763,0.3057,0.2773,0.1392,0.2735,0.3406,0.23,0.3057,0.3406
200001867,White,Woman,Some College,D,Increasing size of House of Representatives,TRUE,1,0.2194,0.2529,0.1697,0.1212,0.2967,0.1506,0.1043,0.3006,0.0797,0.2529,0.3006
200001888,White,Man,Post-Grad,I,Increasing size of House of Representatives,TRUE,1,0.143,0.1385,0.2587,0.2352,0.1031,0.1533,0.2695,0.2539,0.1724,0.2587,0.2695
200001896,White,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,1,0.2568,0.1991,0.2092,0.218,0.2278,0.214,0.1778,0.2014,0.2077,0.218,0.2278
200001898,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.5174,0.5176,0.417,0.453,0.4775,0.4172,0.4658,0.5477,0.2983,0.5176,0.5477
200001914,White,Woman,4-Year,I,Increasing size of House of Representatives,TRUE,1,0.5791,0.6245,0.3865,0.5209,0.5002,0.3699,0.4294,0.5598,0.1723,0.6245,0.5598
200001932,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.4644,0.4332,0.2927,0.3463,0.5594,0.2683,0.3074,0.4609,0.1256,0.4332,0.5594
200001986,White,Woman,Post-Grad,I,Increasing size of House of Representatives,TRUE,1,0.4025,0.3537,0.4411,0.2427,0.4554,0.4542,0.2744,0.2861,0.2305,0.4411,0.4554
200001989,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.5904,0.4056,0.6064,0.2812,0.4337,0.6805,0.1934,0.3579,0.1993,0.6064,0.6805
200002009,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.4563,0.5394,0.3855,0.1994,0.2167,0.3761,0.2151,0.2128,0.4699,0.5394,0.4699
200002028,White,Man,Some College,R,Increasing size of House of Representatives,TRUE,1,0.3235,0.2889,0.2901,0.3283,0.2897,0.2119,0.2742,0.3182,0.2518,0.3283,0.3182
200002066,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.6788,0.708,0.5675,0.2924,0.5008,0.5616,0.4044,0.4036,0.4783,0.708,0.5616
200002167,Black,Woman,Some College,R,Increasing size of House of Representatives,TRUE,1,0.5363,0.4679,0.4414,0.3893,0.4433,0.3994,0.3621,0.4532,0.3004,0.4679,0.4532
200002188,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.427,0.4574,0.4889,0.3027,0.4673,0.5088,0.2664,0.3635,0.3894,0.4889,0.5088
200002218,Asian,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.5112,0.466,0.5102,0.2489,0.5658,0.5042,0.389,0.3638,0.3702,0.5102,0.5658
200002234,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.3387,0.3898,0.2836,0.3017,0.3607,0.2863,0.2508,0.2689,0.1181,0.3898,0.3607
200002280,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.326,0.3426,0.3011,0.3139,0.3547,0.2385,0.2322,0.3593,0.1548,0.3426,0.3593
200002284,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.4815,0.4819,0.3993,0.5974,0.3664,0.4098,0.4001,0.5269,0.2786,0.5974,0.5269
200002287,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.3626,0.425,0.4208,0.3366,0.4203,0.3733,0.2615,0.4535,0.1744,0.425,0.4535
200002403,White,other gender,Some College,D,Increasing size of House of Representatives,TRUE,1,0.4756,0.6012,0.3882,0.5174,0.5823,0.2881,0.4702,0.52,0.2576,0.6012,0.5823
200002407,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.7104,0.68,0.5521,0.3688,0.4539,0.6123,0.359,0.4493,0.3679,0.68,0.6123
200002414,White,Woman,Some College,D,Increasing size of House of Representatives,TRUE,1,0.5463,0.6246,0.475,0.4566,0.5022,0.4852,0.4162,0.4822,0.3031,0.6246,0.5022
200002435,All Other,other gender,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.4088,0.3956,0.2414,0.2553,0.3389,0.3019,0.2342,0.4693,0.1945,0.3956,0.4693
200002462,White,Woman,Some College,D,Increasing size of House of Representatives,TRUE,1,0.4395,0.493,0.387,0.3178,0.4277,0.4013,0.3099,0.3304,0.2405,0.493,0.4277
200002477,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.502,0.4925,0.4839,0.3644,0.4346,0.487,0.2662,0.4381,0.3038,0.4925,0.487
200002496,White,Woman,Post-Grad,R,Increasing size of House of Representatives,TRUE,1,0.2714,0.3715,0.2699,0.2296,0.3417,0.2731,0.0896,0.2918,0.1809,0.3715,0.3417
200002528,White,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,1,0.4943,0.5551,0.4598,0.4459,0.5192,0.3983,0.3789,0.4752,0.193,0.5551,0.5192
200002530,All Other,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.5435,0.3919,0.5986,0.3087,0.4206,0.6259,0.3028,0.3345,0.2824,0.5986,0.6259
200002555,White,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,1,0.0342,0.0959,0.0378,0.0881,0.0839,-0.0295,0.0302,0.0607,-0.0036,0.0959,0.0839
200002595,White,Man,Some College,R,Increasing size of House of Representatives,TRUE,1,0.2182,0.3629,0.298,0.3259,0.2871,0.3062,0.2247,0.2963,0.3168,0.3629,0.3168
200002674,White,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,1,0.5015,0.4867,0.4271,0.3782,0.4536,0.4002,0.3921,0.4268,0.215,0.4867,0.4536
200002676,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.3531,0.3971,0.2349,0.3828,0.4329,0.1352,0.3515,0.4198,0.0694,0.3971,0.4329
200002702,White,Woman,Some College,D,Increasing size of House of Representatives,TRUE,1,0.1418,0.1507,0.205,0.0819,0.1646,0.2285,0.0655,0.053,0.184,0.205,0.2285
200002703,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.475,0.4009,0.486,0.2713,0.359,0.5323,0.216,0.3157,0.2336,0.486,0.5323
200002709,White,Man,4-Year,R,Increasing size of House of Representatives,TRUE,1,0.5219,0.5317,0.3608,0.3185,0.6116,0.3189,0.3148,0.4421,0.0796,0.5317,0.6116
200002804,Black,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.5568,0.5219,0.4886,0.4132,0.596,0.4573,0.4707,0.4925,0.3162,0.5219,0.596
200002817,Asian,Woman,Some College,D,Increasing size of House of Representatives,TRUE,1,0.7033,0.7101,0.465,0.3699,0.5767,0.4149,0.4993,0.5601,0.3797,0.7101,0.5767
200002821,White,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,1,0.4986,0.5628,0.4611,0.4298,0.5385,0.4079,0.3948,0.4938,0.1945,0.5628,0.5385
200002835,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.7142,0.6808,0.5612,0.5263,0.5473,0.6122,0.4621,0.624,0.308,0.6808,0.624
200002888,White,Man,HS or Less,D,Increasing size of House of Representatives,TRUE,1,0.1444,0.2111,0.161,0.3034,0.1618,0.197,0.2428,0.2059,0.1826,0.3034,0.2428
200002923,Black,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.2871,0.2861,0.2885,0.1197,0.2114,0.3255,0.1218,0.2021,0.0885,0.2885,0.3255
200002933,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.0502,0.0543,0.0513,0.0667,-0.0109,0.0409,0.0018,-0.0112,0.1114,0.0667,0.1114
200002955,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.3451,0.338,0.3848,0.1536,0.4565,0.4325,0.2499,0.2982,0.1661,0.3848,0.4565
200002963,White,Man,Some College,I,Increasing size of House of Representatives,TRUE,1,0.2659,0.317,0.3057,0.2361,0.2818,0.2505,0.2656,0.3611,0.2424,0.317,0.3611
200003021,White,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,1,0.3531,0.3971,0.2349,0.3828,0.4329,0.1352,0.3515,0.4198,0.0694,0.3971,0.4329
200003083,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.389,0.3623,0.426,0.3703,0.3474,0.3453,0.3547,0.4185,0.0668,0.426,0.4185
200003115,White,Woman,Some College,R,Increasing size of House of Representatives,TRUE,1,0.3026,0.4824,0.2918,0.2634,0.4409,0.2231,0.245,0.3187,0.1454,0.4824,0.4409
200003130,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.1268,0.1472,0.0972,0.1881,0.139,0.1152,0.1165,0.0751,0.1625,0.1881,0.1625
200003138,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.1728,0.0937,0.1527,0.2869,0.1566,0.1609,0.2204,0.2252,0.0235,0.2869,0.2252
200003148,White,Woman,Some College,D,Increasing size of House of Representatives,TRUE,1,0.3637,0.4597,0.3782,0.2725,0.4037,0.2899,0.2247,0.3694,0.2251,0.4597,0.4037
200003168,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.4314,0.4226,0.4576,0.2919,0.644,0.4108,0.2902,0.4307,0.2075,0.4576,0.644
200003231,All Other,Man,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.6255,0.5257,0.6003,0.3836,0.4991,0.6433,0.327,0.4595,0.2417,0.6003,0.6433
200003372,All Other,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.3387,0.3898,0.2836,0.3017,0.3607,0.2863,0.2508,0.2689,0.1181,0.3898,0.3607
200003395,White,Man,4-Year,I,Increasing size of House of Representatives,TRUE,1,0.5553,0.4932,0.443,0.4017,0.5882,0.4373,0.3687,0.4939,0.143,0.4932,0.5882
200003408,Latino,Woman,Some College,I,Increasing size of House of Representatives,TRUE,1,0.0203,0.1179,-0.0181,0.0262,0.1278,-0.0245,-0.0124,0.0726,0.0503,0.1179,0.1278
200003409,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.3815,0.443,0.3678,0.1897,0.39,0.4006,0.2575,0.3375,0.2598,0.443,0.4006
200003416,White,Woman,Some College,D,Increasing size of House of Representatives,TRUE,1,0.1739,0.2348,0.1504,0.0859,0.1137,0.1752,0.0323,0.0607,0.0662,0.2348,0.1752
200003456,White,Man,4-Year,I,Increasing size of House of Representatives,TRUE,1,0.6119,0.576,0.543,0.3469,0.511,0.5615,0.4163,0.5343,0.4189,0.576,0.5615
200003459,All Other,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.7086,0.576,0.6366,0.3734,0.5393,0.7358,0.4137,0.4823,0.2873,0.6366,0.7358
200003467,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.4111,0.36,0.4024,0.2315,0.287,0.4251,0.2721,0.3128,0.3424,0.4024,0.4251
200003498,Black,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.4408,0.4967,0.406,0.2781,0.5004,0.425,0.2764,0.4376,0.208,0.4967,0.5004
200003504,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.2728,0.2727,0.3112,0.2249,0.2614,0.3139,0.1529,0.2875,0.1778,0.3112,0.3139
200003531,White,Man,4-Year,I,Increasing size of House of Representatives,TRUE,1,0.5073,0.4242,0.3307,0.541,0.4498,0.2608,0.4534,0.5721,0.163,0.541,0.5721
200003574,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.4705,0.5033,0.3569,0.3042,0.4868,0.4047,0.3233,0.4322,0.223,0.5033,0.4868
200003579,Asian,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.5082,0.5411,0.4601,0.4709,0.5311,0.5022,0.3767,0.4726,0.2127,0.5411,0.5311
200003584,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.3387,0.3898,0.2836,0.3017,0.3607,0.2863,0.2508,0.2689,0.1181,0.3898,0.3607
200003586,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.4166,0.4744,0.4569,0.3198,0.4668,0.4772,0.2602,0.4056,0.1658,0.4744,0.4772
200003616,White,Man,4-Year,I,Increasing size of House of Representatives,TRUE,1,0.636,0.632,0.5759,0.3432,0.6613,0.5443,0.4196,0.5109,0.3523,0.632,0.6613
200003622,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.3028,0.3107,0.1553,0.2961,0.3429,0.1167,0.2065,0.4006,-0.076,0.3107,0.4006
200003684,White,Woman,Some College,R,Increasing size of House of Representatives,TRUE,1,0.4091,0.4318,0.3331,0.3802,0.423,0.3204,0.3198,0.4113,0.1935,0.4318,0.423
200003755,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.021,0.0351,0.0849,0.1855,0.1415,0.099,0.061,0.2407,0.1469,0.1855,0.2407
200003832,All Other,other gender,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.6705,0.6592,0.5785,0.4308,0.8215,0.5352,0.4598,0.5437,0.2567,0.6592,0.8215
200003895,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.4953,0.471,0.3291,0.4031,0.3753,0.3389,0.4042,0.465,0.2399,0.471,0.465
200003913,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.3387,0.3898,0.2836,0.3017,0.3607,0.2863,0.2508,0.2689,0.1181,0.3898,0.3607
200003954,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.2796,0.296,0.2853,0.341,0.2793,0.294,0.2804,0.3164,0.31,0.341,0.3164
200003984,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.5775,0.5857,0.4288,0.5884,0.4723,0.3834,0.4935,0.6347,0.3267,0.5884,0.6347
200003999,Black,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.4432,0.5313,0.412,0.2732,0.5262,0.3947,0.3571,0.4045,0.2712,0.5313,0.5262
200004007,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.3387,0.3898,0.2836,0.3017,0.3607,0.2863,0.2508,0.2689,0.1181,0.3898,0.3607
200004128,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.5204,0.5371,0.4848,0.4291,0.5149,0.3674,0.3946,0.4757,0.2251,0.5371,0.5149
200004144,White,Man,4-Year,R,Increasing size of House of Representatives,TRUE,1,0.2655,0.3311,0.3096,0.2506,0.3704,0.2819,0.222,0.2144,0.1525,0.3311,0.3704
200004164,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.35,0.3802,0.3463,0.5691,0.4086,0.2343,0.3794,0.6558,0.1508,0.5691,0.6558
200004172,White,Woman,4-Year,R,Increasing size of House of Representatives,TRUE,1,0.1872,0.212,0.1616,0.1836,0.1871,0.1287,0.1763,0.2511,0.1897,0.212,0.2511
200004181,White,Woman,Some College,D,Increasing size of House of Representatives,TRUE,1,0.1329,0.0981,0.1381,0.11,0.0927,0.1353,0.0577,0.116,0.1048,0.1381,0.1353
200004295,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.1312,0.1327,0.1031,0.0507,0.1025,0.1253,0.0896,0.139,0.1315,0.1327,0.139
200004395,White,other gender,Some College,D,Increasing size of House of Representatives,TRUE,1,0.3274,0.4153,0.3575,0.3167,0.3747,0.3515,0.2639,0.3888,0.228,0.4153,0.3888
200004403,White,Man,Some College,R,Increasing size of House of Representatives,TRUE,1,0.5346,0.5854,0.5423,0.4213,0.5453,0.5433,0.4446,0.4636,0.3524,0.5854,0.5453
200004416,White,Woman,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.5773,0.6699,0.3411,0.3298,0.4927,0.2927,0.4402,0.464,0.2207,0.6699,0.4927
200004421,All Other,Man,Some College,I,Increasing size of House of Representatives,TRUE,1,0.4169,0.5652,0.4271,0.3228,0.4906,0.454,0.294,0.4458,0.3421,0.5652,0.4906
200004458,White,Man,Some College,I,Increasing size of House of Representatives,TRUE,1,0.3431,0.4446,0.2925,0.274,0.4045,0.2489,0.2873,0.3563,0.1377,0.4446,0.4045
200004489,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.707,0.5075,0.5768,0.4377,0.3858,0.5863,0.3726,0.3976,0.3854,0.5768,0.5863
200004559,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.5769,0.5897,0.4731,0.4062,0.6501,0.4191,0.4794,0.5613,0.2969,0.5897,0.6501
200004562,White,Man,Some College,D,Increasing size of House of Representatives,TRUE,1,0.6702,0.6647,0.5498,0.4523,0.7344,0.5341,0.4548,0.5427,0.2603,0.6647,0.7344
200004566,All Other,Woman,Some College,D,Increasing size of House of Representatives,TRUE,1,0.5037,0.5582,0.4441,0.3819,0.5364,0.4901,0.3876,0.4527,0.3022,0.5582,0.5364
200004575,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.1273,0.141,0.1054,0.2549,0.1659,0.0434,0.1747,0.2499,0.1387,0.2549,0.2499
200004619,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,-0.0256,-0.0539,0.0364,0.0483,-0.0439,0.0195,-0.0525,0.0047,0.2129,0.0483,0.2129
200004631,White,Man,Some College,R,Increasing size of House of Representatives,TRUE,1,0.387,0.4062,0.3235,0.3526,0.3309,0.3075,0.3297,0.3413,0.2583,0.4062,0.3413
200004634,White,Man,Post-Grad,D,Increasing size of House of Representatives,TRUE,1,0.5974,0.5899,0.4525,0.46,0.6018,0.3933,0.4255,0.5609,0.2552,0.5899,0.6018
200004651,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.6594,0.6558,0.5212,0.3834,0.7718,0.5207,0.4211,0.477,0.1965,0.6558,0.7718
200004670,White,Woman,4-Year,I,Increasing size of House of Representatives,TRUE,1,0.2593,0.2328,0.2648,0.0469,0.2048,0.3057,0.1155,0.1688,0.192,0.2648,0.3057
200004683,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.43,0.5281,0.3295,0.1721,0.3194,0.3824,0.1991,0.2451,0.2924,0.5281,0.3824
200004686,White,Man,Some College,I,Increasing size of House of Representatives,TRUE,1,0.4779,0.4672,0.398,0.3287,0.3837,0.4229,0.3302,0.3718,0.2796,0.4672,0.4229
200004716,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.4578,0.5293,0.3657,0.3419,0.5491,0.3318,0.3668,0.4506,0.1969,0.5293,0.5491
200004721,White,Man,Some College,R,Increasing size of House of Representatives,TRUE,1,0.499,0.4701,0.4887,0.2934,0.6146,0.4449,0.349,0.4153,0.2218,0.4887,0.6146
200004736,White,Woman,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.0941,0.0673,0.0895,0.1843,0.1863,0.0637,-0.0009,0.1254,0.038,0.1843,0.1863
200004737,White,Man,Post-Grad,I,Increasing size of House of Representatives,TRUE,1,0.547,0.6604,0.5459,0.3536,0.7593,0.491,0.3901,0.5001,0.236,0.6604,0.7593
200004768,White,Man,4-Year,D,Increasing size of House of Representatives,TRUE,1,0.4365,0.3753,0.3714,0.488,0.3585,0.2906,0.3359,0.3555,0.1123,0.488,0.3585
